Mixture	Cell Type	Percentage	dist_cat_n	scat_adj
Tumor	CD8.CX3CR1	0.045976421	4	0.2
Tumor	CD8.CX3CR1	0.059601325	4	0.2
Tumor	CD8.CX3CR1	0.000821828	4	0.2
Tumor	CD8.CX3CR1	0.00285692	4	0.2
Tumor	CD8.CX3CR1	0.024211308	4	0.2
Tumor	CD8.CX3CR1	0.00101707	4	0.2
Tumor	CD8.CX3CR1	0.006736895	4	0.2
Tumor	CD8.CX3CR1	0.027242816	4	0.2
Tumor	CD8.CX3CR1	0.030104338	4	0.2
Tumor	CD8.CX3CR1	0.081940203	4	0.2
Tumor	CD8.CX3CR1	0.067999509	4	0.2
Tumor	CD8.CX3CR1	0.058428018	4	0.2
Tumor	CD8.CX3CR1	0.005586266	4	0.2
Tumor	CD8.CX3CR1	0	4	0.2
Tumor	CD8.CX3CR1	0.077591614	4	0.2
Tumor	CD8.CX3CR1	0.068679234	4	0.2
Tumor	CD8.CX3CR1	0.026343043	4	0.2
Tumor	CD8.CX3CR1	0.013002832	4	0.2
Tumor	CD8.CX3CR1	0.021881233	4	0.2
Tumor	CD8.CX3CR1	0.00559574	4	0.2
Tumor	CD8.CX3CR1	0.024745857	4	0.2
Tumor	CD8.CX3CR1	0.036599479	4	0.2
Tumor	CD8.CX3CR1	0.036514204	4	0.2
Tumor	CD8.CX3CR1	0.020657526	4	0.2
Tumor	CD8.CX3CR1	0.06159758	4	0.2
Tumor	CD8.CX3CR1	0.111930593	4	0.2
Tumor	CD8.CX3CR1	0.12080412	4	0.2
Tumor	CD8.CX3CR1	0.014754441	4	0.2
Tumor	CD8.CX3CR1	0.0422803	4	0.2
Tumor	CD8.CX3CR1	0.019852192	4	0.2
Tumor	CD8.CX3CR1	0.033076652	4	0.2
Tumor	CD8.CX3CR1	0.019835567	4	0.2
Tumor	CD8.CX3CR1	0.027886411	4	0.2
Tumor	CD8.CX3CR1	0.051026771	4	0.2
Tumor	CD8.CX3CR1	0.062850436	4	0.2
Tumor	CD8.CX3CR1	0.133778041	4	0.2
Tumor	CD8.CX3CR1	0.005380767	4	0.2
Tumor	CD8.CX3CR1	0.002384739	4	0.2
Tumor	CD8.CX3CR1	0.033970564	4	0.2
Tumor	CD8.CX3CR1	0.042781419	4	0.2
Tumor	CD8.CX3CR1	0.052057139	4	0.2
Tumor	CD8.CX3CR1	0.025483309	4	0.2
Tumor	CD8.CX3CR1	0.07245966	4	0.2
Tumor	CD8.CX3CR1	0.047382537	4	0.2
Tumor	CD8.CX3CR1	0.007046591	4	0.2
Tumor	CD8.CX3CR1	0.135931368	4	0.2
Tumor	CD8.CX3CR1	0.030841593	4	0.2
Tumor	CD8.CX3CR1	0.016448595	4	0.2
Tumor	CD8.CX3CR1	0.068138575	4	0.2
Tumor	CD8.CX3CR1	0.043448378	4	0.2
Tumor	CD8.CX3CR1	0.070539264	4	0.2
Tumor	CD8.CX3CR1	0.062405659	4	0.2
Tumor	CD8.CX3CR1	0.018459209	4	0.2
Tumor	CD8.CX3CR1	0.032899827	4	0.2
Tumor	CD8.CX3CR1	0.099767568	4	0.2
Tumor	CD8.CX3CR1	0.035641403	4	0.2
Tumor	CD8.CX3CR1	0.025917479	4	0.2
Tumor	CD8.CX3CR1	0.078121217	4	0.2
Tumor	CD8.CX3CR1	0.019617574	4	0.2
Tumor	CD8.CX3CR1	0.048411586	4	0.2
Tumor	CD8.CX3CR1	0.059480268	4	0.2
Tumor	CD8.CX3CR1	0.040831799	4	0.2
Tumor	CD8.CX3CR1	0.012545063	4	0.2
Tumor	CD8.CX3CR1	0.051513475	4	0.2
Tumor	CD8.CX3CR1	0.007966172	4	0.2
Tumor	CD8.CX3CR1	0.035240725	4	0.2
Tumor	CD8.CX3CR1	0.027876316	4	0.2
Tumor	CD8.CX3CR1	0.033069446	4	0.2
Tumor	CD8.CX3CR1	0.013480339	4	0.2
Tumor	CD8.CX3CR1	0.055796164	4	0.2
Tumor	CD8.CX3CR1	0.047788987	4	0.2
Tumor	CD8.CX3CR1	0.020988761	4	0.2
Tumor	CD8.CX3CR1	0	4	0.2
Tumor	CD8.CX3CR1	0.032459871	4	0.2
Tumor	CD8.CX3CR1	0.055628363	4	0.2
Tumor	CD8.CX3CR1	0.032093648	4	0.2
Tumor	CD8.CX3CR1	0.00689874	4	0.2
Tumor	CD8.CX3CR1	0.018679607	4	0.2
Tumor	CD8.CX3CR1	0.030547323	4	0.2
Tumor	CD8.CX3CR1	0.00475328	4	0.2
Tumor	CD8.CX3CR1	0.002508415	4	0.2
Tumor	CD8.CX3CR1	0.117087457	4	0.2
Tumor	CD8.CX3CR1	0.068221886	4	0.2
Tumor	CD8.CX3CR1	0.026025666	4	0.2
Tumor	CD8.CX3CR1	0.059282699	4	0.2
Tumor	CD8.CX3CR1	0.001591978	4	0.2
Tumor	CD8.CX3CR1	0.045245711	4	0.2
Tumor	CD8.CX3CR1	0.038099479	4	0.2
Tumor	CD8.CX3CR1	0.031371565	4	0.2
Tumor	CD8.CX3CR1	0.075732762	4	0.2
Tumor	CD8.CX3CR1	0.005623223	4	0.2
Tumor	CD8.CX3CR1	0.045097112	4	0.2
Tumor	CD8.CX3CR1	0.11731828	4	0.2
Tumor	CD8.CX3CR1	0.001599102	4	0.2
Tumor	CD8.CX3CR1	0	4	0.2
Tumor	CD8.CX3CR1	0.034649236	4	0.2
Tumor	CD8.CX3CR1	0.011061918	4	0.2
Tumor	CD8.CX3CR1	0.061811728	4	0.2
Tumor	CD8.CX3CR1	0.054895719	4	0.2
Tumor	CD8.CX3CR1	0.064493494	4	0.2
Tumor	CD8.CX3CR1	0	4	0.2
Tumor	CD8.CX3CR1	0.096649239	4	0.2
Tumor	CD8.CX3CR1	0.020624017	4	0.2
Tumor	CD8.CX3CR1	0.07430809	4	0.2
Tumor	CD8.CX3CR1	0.040215293	4	0.2
Tumor	CD8.CX3CR1	0	4	0.2
Tumor	CD8.CX3CR1	0	4	0.2
Tumor	CD8.CX3CR1	0	4	0.2
Tumor	CD8.CX3CR1	0.033494381	4	0.2
Tumor	CD8.CX3CR1	0.044580021	4	0.2
Tumor	CD8.CX3CR1	0.066693232	4	0.2
Tumor	CD8.CX3CR1	0.05399278	4	0.2
Tumor	CD8.CX3CR1	0.077757003	4	0.2
Tumor	CD8.CX3CR1	0.041501404	4	0.2
Tumor	CD8.CX3CR1	0.025677994	4	0.2
Tumor	CD8.CX3CR1	0.015453602	4	0.2
Tumor	CD8.CX3CR1	0.009035817	4	0.2
Tumor	CD8.CX3CR1	0	4	0.2
Tumor	CD8.CX3CR1	0.074217189	4	0.2
Tumor	CD8.CX3CR1	0.027661378	4	0.2
Tumor	CD8.CX3CR1	0.013773198	4	0.2
Tumor	CD8.CX3CR1	0.031270886	4	0.2
Tumor	CD8.CX3CR1	0.019823691	4	0.2
Tumor	CD8.CX3CR1	0.052448153	4	0.2
Tumor	CD8.CX3CR1	0	4	0.2
Tumor	CD8.CX3CR1	0.026420277	4	0.2
Tumor	CD8.CX3CR1	0.007352256	4	0.2
Tumor	CD8.CX3CR1	0.012555872	4	0.2
Tumor	CD8.CX3CR1	0.047127674	4	0.2
Tumor	CD8.CX3CR1	0.04424427	4	0.2
Tumor	CD8.CX3CR1	0.023638256	4	0.2
Tumor	CD8.CX3CR1	0.020544527	4	0.2
Tumor	CD8.CX3CR1	0.065602564	4	0.2
Tumor	CD8.CX3CR1	0.128759731	4	0.2
Tumor	CD8.CX3CR1	0.032433181	4	0.2
Tumor	CD8.CX3CR1	0.048983139	4	0.2
Tumor	CD8.CX3CR1	0.013637487	4	0.2
Tumor	CD8.CX3CR1	0.024634439	4	0.2
Tumor	CD8.CX3CR1	0.016542447	4	0.2
Tumor	CD8.CX3CR1	0.111209343	4	0.2
Tumor	CD8.CX3CR1	0.07817453	4	0.2
Tumor	CD8.CX3CR1	0.024461732	4	0.2
Tumor	CD8.CX3CR1	0.036787714	4	0.2
Tumor	CD8.CX3CR1	0.037768013	4	0.2
Tumor	CD8.CX3CR1	0	4	0.2
Tumor	CD8.CX3CR1	0	4	0.2
Tumor	CD8.CX3CR1	0	4	0.2
Tumor	CD8.CX3CR1	0	4	0.2
Tumor	CD8.CX3CR1	0.055075492	4	0.2
Normal	CD8.LEF1	0.056881747	6	-0.2
Normal	CD8.LEF1	0.104754664	6	-0.2
Normal	CD8.LEF1	0.053139487	6	-0.2
Normal	CD8.LEF1	0.093882916	6	-0.2
Normal	CD8.LEF1	0.050248517	6	-0.2
Normal	CD8.LEF1	0.051516768	6	-0.2
Normal	CD8.LEF1	0.069943866	6	-0.2
Normal	CD8.LEF1	0.057034318	6	-0.2
Normal	CD8.LEF1	0.055346288	6	-0.2
Normal	CD8.LEF1	0.074890601	6	-0.2
Normal	CD8.LEF1	0.088135262	6	-0.2
Normal	CD8.LEF1	0.044662271	6	-0.2
Normal	CD8.LEF1	0.055197527	6	-0.2
Normal	CD8.LEF1	0.062459631	6	-0.2
Normal	CD8.LEF1	0.066907172	6	-0.2
Normal	CD8.LEF1	0.085432218	6	-0.2
Normal	CD8.LEF1	0.047943167	6	-0.2
Normal	CD8.LEF1	0.075258729	6	-0.2
Normal	CD8.LEF1	0.056652031	6	-0.2
Normal	CD8.LEF1	0.024078623	6	-0.2
Normal	CD8.LEF1	0.02614595	6	-0.2
Normal	CD8.LEF1	0.016060204	6	-0.2
Normal	CD8.LEF1	0.041580528	6	-0.2
Normal	CD8.LEF1	0.045717863	6	-0.2
Normal	CD8.LEF1	0.052829399	6	-0.2
Normal	CD8.LEF1	0.064036052	6	-0.2
Normal	CD8.LEF1	0.069022948	6	-0.2
Normal	CD8.LEF1	0.050649579	6	-0.2
Normal	CD8.LEF1	0.080261938	6	-0.2
Normal	CD8.LEF1	0.028696125	6	-0.2
Normal	CD8.LEF1	0.045404205	6	-0.2
Normal	CD8.LEF1	0.080055101	6	-0.2
Normal	CD8.LEF1	0.082574163	6	-0.2
Normal	CD8.LEF1	0.049703487	6	-0.2
Normal	CD8.LEF1	0.04717293	6	-0.2
Normal	CD8.LEF1	0.080863228	6	-0.2
Normal	CD8.LEF1	0.071160202	6	-0.2
Tumor	CD8.LEF1	0.184846087	6	0.2
Tumor	CD8.LEF1	0.066818311	6	0.2
Tumor	CD8.LEF1	0.15506448	6	0.2
Tumor	CD8.LEF1	0.234504545	6	0.2
Tumor	CD8.LEF1	0.164945731	6	0.2
Tumor	CD8.LEF1	0.173702789	6	0.2
Tumor	CD8.LEF1	0.133688938	6	0.2
Tumor	CD8.LEF1	0.183504947	6	0.2
Tumor	CD8.LEF1	0.102701961	6	0.2
Tumor	CD8.LEF1	0.190893516	6	0.2
Tumor	CD8.LEF1	0.184726119	6	0.2
Tumor	CD8.LEF1	0.084475141	6	0.2
Tumor	CD8.LEF1	0.061581983	6	0.2
Tumor	CD8.LEF1	0.153729847	6	0.2
Tumor	CD8.LEF1	0.152096527	6	0.2
Tumor	CD8.LEF1	0.068963567	6	0.2
Tumor	CD8.LEF1	0.153270639	6	0.2
Tumor	CD8.LEF1	0.134730247	6	0.2
Tumor	CD8.LEF1	0.163879101	6	0.2
Tumor	CD8.LEF1	0.10835897	6	0.2
Tumor	CD8.LEF1	0.147759309	6	0.2
Tumor	CD8.LEF1	0.118017568	6	0.2
Tumor	CD8.LEF1	0.186626738	6	0.2
Tumor	CD8.LEF1	0.146100961	6	0.2
Tumor	CD8.LEF1	0.081073378	6	0.2
Tumor	CD8.LEF1	0.070185993	6	0.2
Tumor	CD8.LEF1	0.110255769	6	0.2
Tumor	CD8.LEF1	0.160285483	6	0.2
Tumor	CD8.LEF1	0.127711923	6	0.2
Tumor	CD8.LEF1	0.150896883	6	0.2
Tumor	CD8.LEF1	0.126021918	6	0.2
Tumor	CD8.LEF1	0.145665706	6	0.2
Tumor	CD8.LEF1	0.092649184	6	0.2
Tumor	CD8.LEF1	0.096474661	6	0.2
Tumor	CD8.LEF1	0.153157666	6	0.2
Tumor	CD8.LEF1	0.09182429	6	0.2
Tumor	CD8.LEF1	0.186192495	6	0.2
Tumor	CD8.LEF1	0.150067326	6	0.2
Tumor	CD8.LEF1	0.130407248	6	0.2
Tumor	CD8.LEF1	0.205942089	6	0.2
Tumor	CD8.LEF1	0.093801603	6	0.2
Tumor	CD8.LEF1	0.083366702	6	0.2
Tumor	CD8.LEF1	0.096686504	6	0.2
Tumor	CD8.LEF1	0.121566783	6	0.2
Tumor	CD8.LEF1	0.196958454	6	0.2
Tumor	CD8.LEF1	0.113859702	6	0.2
Tumor	CD8.LEF1	0.231653181	6	0.2
Tumor	CD8.LEF1	0.110231196	6	0.2
Tumor	CD8.LEF1	0.100942397	6	0.2
Tumor	CD8.LEF1	0.121179189	6	0.2
Tumor	CD8.LEF1	0.125021809	6	0.2
Tumor	CD8.LEF1	0.126327675	6	0.2
Tumor	CD8.LEF1	0.142706658	6	0.2
Tumor	CD8.LEF1	0.078798243	6	0.2
Tumor	CD8.LEF1	0.174901608	6	0.2
Tumor	CD8.LEF1	0.114852014	6	0.2
Tumor	CD8.LEF1	0.144202455	6	0.2
Tumor	CD8.LEF1	0.145269441	6	0.2
Tumor	CD8.LEF1	0.114891254	6	0.2
Tumor	CD8.LEF1	0.089120656	6	0.2
Tumor	CD8.LEF1	0.102739058	6	0.2
Tumor	CD8.LEF1	0.214960887	6	0.2
Tumor	CD8.LEF1	0.033639635	6	0.2
Tumor	CD8.LEF1	0.126792701	6	0.2
Tumor	CD8.LEF1	0.154185094	6	0.2
Tumor	CD8.LEF1	0.064831687	6	0.2
Tumor	CD8.LEF1	0.117392259	6	0.2
Tumor	CD8.LEF1	0.059054295	6	0.2
Tumor	CD8.LEF1	0.19157074	6	0.2
Tumor	CD8.LEF1	0.118731753	6	0.2
Tumor	CD8.LEF1	0.10394842	6	0.2
Tumor	CD8.LEF1	0.119952444	6	0.2
Tumor	CD8.LEF1	0.183799129	6	0.2
Tumor	CD8.LEF1	0.165214667	6	0.2
Tumor	CD8.LEF1	0.115272211	6	0.2
Tumor	CD8.LEF1	0.093293997	6	0.2
Tumor	CD8.LEF1	0.126160584	6	0.2
Tumor	CD8.LEF1	0.158940737	6	0.2
Tumor	CD8.LEF1	0.151951036	6	0.2
Tumor	CD8.LEF1	0.163100922	6	0.2
Tumor	CD8.LEF1	0.177637988	6	0.2
Tumor	CD8.LEF1	0.069498798	6	0.2
Tumor	CD8.LEF1	0.17607578	6	0.2
Tumor	CD8.LEF1	0.147084592	6	0.2
Tumor	CD8.LEF1	0.078472437	6	0.2
Tumor	CD8.LEF1	0.14385291	6	0.2
Tumor	CD8.LEF1	0.141231429	6	0.2
Tumor	CD8.LEF1	0.139429081	6	0.2
Tumor	CD8.LEF1	0.131210023	6	0.2
Tumor	CD8.LEF1	0.159199162	6	0.2
Tumor	CD8.LEF1	0.214502137	6	0.2
Tumor	CD8.LEF1	0.154062287	6	0.2
Tumor	CD8.LEF1	0.14950245	6	0.2
Tumor	CD8.LEF1	0.165036711	6	0.2
Tumor	CD8.LEF1	0.082719541	6	0.2
Tumor	CD8.LEF1	0.186258445	6	0.2
Tumor	CD8.LEF1	0.138331712	6	0.2
Tumor	CD8.LEF1	0.153792761	6	0.2
Tumor	CD8.LEF1	0.095204096	6	0.2
Tumor	CD8.LEF1	0.116495294	6	0.2
Tumor	CD8.LEF1	0.124858775	6	0.2
Tumor	CD8.LEF1	0.131563754	6	0.2
Tumor	CD8.LEF1	0.238076891	6	0.2
Tumor	CD8.LEF1	0.183542954	6	0.2
Tumor	CD8.LEF1	0.146011299	6	0.2
Tumor	CD8.LEF1	0.085562089	6	0.2
Tumor	CD8.LEF1	0.106235116	6	0.2
Tumor	CD8.LEF1	0.136393579	6	0.2
Tumor	CD8.LEF1	0.109140982	6	0.2
Tumor	CD8.LEF1	0.164571761	6	0.2
Tumor	CD8.LEF1	0.134670539	6	0.2
Tumor	CD8.LEF1	0.106788894	6	0.2
Tumor	CD8.LEF1	0.15304361	6	0.2
Tumor	CD8.LEF1	0.128875905	6	0.2
Tumor	CD8.LEF1	0.120253144	6	0.2
Tumor	CD8.LEF1	0.052794506	6	0.2
Tumor	CD8.LEF1	0.141515338	6	0.2
Tumor	CD8.LEF1	0.191565437	6	0.2
Tumor	CD8.LEF1	0.124876776	6	0.2
Tumor	CD8.LEF1	0.119916384	6	0.2
Tumor	CD8.LEF1	0.099174218	6	0.2
Tumor	CD8.LEF1	0.186085145	6	0.2
Tumor	CD8.LEF1	0.061056206	6	0.2
Tumor	CD8.LEF1	0.172867362	6	0.2
Tumor	CD8.LEF1	0.117418823	6	0.2
Tumor	CD8.LEF1	0.127756741	6	0.2
Tumor	CD8.LEF1	0.12749037	6	0.2
Tumor	CD8.LEF1	0.161996594	6	0.2
Tumor	CD8.LEF1	0.072467853	6	0.2
Tumor	CD8.LEF1	0.16700002	6	0.2
Tumor	CD8.LEF1	0.095507533	6	0.2
Tumor	CD8.LEF1	0.120154471	6	0.2
Tumor	CD8.LEF1	0.140432067	6	0.2
Tumor	CD8.LEF1	0.063147675	6	0.2
Tumor	CD8.LEF1	0.154346603	6	0.2
Tumor	CD8.LEF1	0.176576169	6	0.2
Tumor	CD8.LEF1	0.163323048	6	0.2
Tumor	CD8.LEF1	0.030546579	6	0.2
Tumor	CD8.LEF1	0.118198815	6	0.2
Tumor	CD8.LEF1	0.20392447	6	0.2
Tumor	CD8.LEF1	0.183883397	6	0.2
Tumor	CD8.LEF1	0.114221209	6	0.2
Tumor	CD8.LEF1	0.114980811	6	0.2
Tumor	CD8.LEF1	0.132856935	6	0.2
Tumor	CD8.LEF1	0.186962761	6	0.2
Tumor	CD8.LEF1	0.094171469	6	0.2
Tumor	CD8.LEF1	0.101677614	6	0.2
Tumor	CD8.LEF1	0.061090066	6	0.2
Tumor	CD8.LEF1	0.123337218	6	0.2
Tumor	CD8.LEF1	0.147693215	6	0.2
Tumor	CD8.LEF1	0.112976742	6	0.2
Tumor	CD8.LEF1	0.164101499	6	0.2
Tumor	CD8.LEF1	0.136258904	6	0.2
Tumor	CD8.LEF1	0.180015349	6	0.2
Tumor	CD8.LEF1	0.096676246	6	0.2
Tumor	CD8.LEF1	0.130851587	6	0.2
Tumor	CD8.LEF1	0.156355392	6	0.2
Tumor	CD8.LEF1	0.097309312	6	0.2
Tumor	CD8.LEF1	0.041920804	6	0.2
Tumor	CD8.LEF1	0.169636398	6	0.2
Tumor	CD8.LEF1	0.109950703	6	0.2
Tumor	CD8.LEF1	0.136849818	6	0.2
Tumor	CD8.LEF1	0.101027509	6	0.2
Tumor	CD8.LEF1	0.13342673	6	0.2
Tumor	CD8.LEF1	0.096404062	6	0.2
Tumor	CD8.LEF1	0.164476426	6	0.2
Tumor	CD8.LEF1	0.091771453	6	0.2
Tumor	CD8.LEF1	0.140820562	6	0.2
Tumor	CD8.LEF1	0.114557232	6	0.2
Tumor	CD8.LEF1	0.157662871	6	0.2
Tumor	CD8.LEF1	0.175186528	6	0.2
Tumor	CD8.LEF1	0.13842649	6	0.2
Tumor	CD8.LEF1	0.122344261	6	0.2
